account_length,area_code,international_plan,number_vmail_messages,total_day_calls,total_day_charge,total_eve_calls,total_eve_charge,total_night_calls,total_intl_calls,total_intl_charge,number_customer_service_calls
0.5730102359984569,0.004476642468737945,0.0,0.11191606171844862,0.4924306715611739,0.20176227606601918,0.4431876044050565,0.07511806062542271,0.407374464655153,0.013429927406213835,0.012086934665592452,0.004476642468737945
0.4743455020364357,0.004433135533050801,0.0,0.11526152385932083,0.5452756705652485,0.1217782330929055,0.4566129599042325,0.07367871255930432,0.4566129599042325,0.013299406599152403,0.016402601472287965,0.004433135533050801
0.5710772785621575,0.004168447288774872,0.0,0.0,0.4752029909203354,0.1724903488095042,0.4585292017652359,0.042935007074381186,0.4335185180325867,0.02084223644387436,0.013714191580069328,0.0
0.47148511611555766,0.0,0.005612918048994734,0.0,0.39851718147862614,0.28569752869383197,0.4939367883115366,0.0295239489377123,0.49954970636053136,0.03929042634296314,0.009990994127210627,0.011225836097989468
0.3344904460522297,0.00445987261402973,0.00445987261402973,0.0,0.5039656053853595,0.12639278988160255,0.5441044589116271,0.05623899366291489,0.5396445862975974,0.01337961784208919,0.012175452236301162,0.01337961784208919
0.5299627762413448,0.00898241993629398,0.00449120996814699,0.0,0.44013857687840496,0.17057615459022266,0.453612206782846,0.08421018690275606,0.5299627762413448,0.02694725980888194,0.007635056945849882,0.0
0.5341202052094806,0.008828433143958358,0.0,0.10594119772750028,0.3884510583341677,0.16372329265470775,0.4767353897737513,0.13074909486202327,0.5208775554935431,0.03089951600385425,0.008960859641117732,0.013242649715937535
0.6751962037094864,0.00459317145380603,0.00459317145380603,0.0,0.36286054485067637,0.12259174610208295,0.4317581166577668,0.04023618193534082,0.44094445956537887,0.02755902872283618,0.008818889191307577,0.0
0.5856130507500583,0.0,0.0,0.0,0.48550825575004836,0.15701437095751564,0.4004191800000399,0.1496066161275149,0.45047157750004485,0.020020959000001993,0.011762313412501172,0.005005239750000498
0.6013491726433768,0.004264887749243808,0.004264887749243808,0.15780084672202088,0.35825057093647983,0.1874844654567578,0.47340254016606265,0.08047843182823065,0.4136941116766493,0.02132443874621904,0.012879961002716298,0.0
0.3118624818204192,0.004797884335698757,0.0,0.0,0.6573101539907297,0.10531356116858771,0.3982243998629968,0.09317491379926987,0.532565161262562,0.02878730601419254,0.016456743271446736,0.019191537342795027
0.3150019421274229,0.004256783001721931,0.0,0.0,0.5406114412186852,0.1358339455849468,0.6300038842548458,0.05912671589391762,0.40013760216186145,0.02128391500860965,0.010471686184235949,0.0
0.6880242666672097,0.0,0.0,0.0,0.39315672380983413,0.08968887761911841,0.2907721603176898,0.03653081225399709,0.5242089650797789,0.008190765079371545,0.012368055269851031,0.0040953825396857725
0.4901169281728632,0.010318251119428698,0.0,0.0,0.45400304925486273,0.13733592239959597,0.38693441697857617,0.10859959303198705,0.5932994393671501,0.025795627798571745,0.017128296858251638,0.015477376679143047
0.3866184750627093,0.0062357818558501504,0.0,0.0,0.4365047299095105,0.1279582436820451,0.47391942104461143,0.16281626425624743,0.6173424037291648,0.0374146911351009,0.02207466776970953,0.024943127423400602
0.6495137549940037,0.004034246925428594,0.0,0.0,0.27029454400371583,0.22829803351000416,0.39132195176657364,0.10896500945582634,0.51638360645486,0.036308222328857345,0.005890000511125747,0.016136987701714376
0.4103780329334179,0.0,0.0,0.13035537516708567,0.6710887832675893,0.16120614728996263,0.43451791722361893,0.11529208737000023,0.3620982643530158,0.01931190743216084,0.018008353680489985,0.00482797685804021
0.40713206330291696,0.008755528243073483,0.0,0.0,0.49906510985518854,0.14192711282022116,0.4859318174905783,0.08120752445450656,0.5297094587059457,0.013133292364610223,0.009587303426165462,0.013133292364610223
0.4344967912481158,0.011434126085476733,0.0,0.18866308041036609,0.37732616082073217,0.1843752831283123,0.3716090977779938,0.10342167044313703,0.6174428086157435,0.02858531521369183,0.01543607021539359,0.005717063042738366
0.4198526520978649,0.005751406193121437,0.0,0.0,0.5176265573809293,0.2194161462675828,0.5061237449946865,0.07798906797872669,0.4256040582909863,0.011502812386242874,0.02018743573785624,0.005751406193121437
0.5859371322811455,0.003985966886266296,0.0,0.0,0.4663581256931566,0.10510994679084223,0.37069492042276553,0.08119414547324445,0.5301335958734174,0.015943867545065184,0.011399865294721605,0.0
0.4233237622262912,0.0,0.0,0.0,0.4892962965992197,0.058330715808064273,0.665223054927029,0.07938694969542395,0.35185351665561865,0.032986267186464246,0.008466475244525824,0.027488555988720208
0.6010550095234233,0.004623500073257103,0.0,0.0,0.5178320082047955,0.14383708727902847,0.4577265072524532,0.028665700454194035,0.360633005714054,0.08784650139188495,0.011882395188270754,0.0
0.5143875256255293,0.004634121852482245,0.0,0.0,0.47731455080567126,0.08698246717109173,0.472680428953189,0.0540802020184678,0.48658279451063574,0.02780473111489347,0.00963897345316307,0.00926824370496449
0.6153993484168548,0.009324232551770529,0.0,0.0,0.40094199972613276,0.06429058344445779,0.33567237186373905,0.09715850318944891,0.5361433717268054,0.009324232551770529,0.012960683246961034,0.0
0.6886412505251298,0.003957708336351321,0.0,0.0,0.3007858335627004,0.0836263771471034,0.44326333367134796,0.0932040313210736,0.4551364586804019,0.019788541681756606,0.016582797929312037,0.011873125009053962
0.2603796557137436,0.0,0.0,0.17815450127782456,0.525327375562816,0.16540960234025712,0.5116231831568295,0.07418536155774028,0.525327375562816,0.013704192405986504,0.011739924827795104,0.0
0.34639016055402183,0.0,0.0,0.0,0.4682681800082147,0.146446062323117,0.6414632602852256,0.08480144300970682,0.4361950169939534,0.025658530411409024,0.025466091433323457,0.019243897808556766
0.11189306919631355,0.0055946534598156775,0.0,0.0,0.6098172271199088,0.18070730675204635,0.4699508906245169,0.12280264344295412,0.5706546529011991,0.03356792075889407,0.009510910881686652,0.0
0.25468009937331176,0.010395106096869867,0.0,0.0,0.6081137066668872,0.10540637582226046,0.5665332822794078,0.09501126972539059,0.46777977435914403,0.005197553048434934,0.015592659145304801,0.005197553048434934
0.6012220630572133,0.004233958190543756,0.0,0.0,0.4022260281016568,0.06105367710764096,0.26673936600425663,0.04919859417411844,0.6266258122004759,0.025403749143262534,0.016216059869782584,0.008467916381087511
0.37251906431126885,0.00993384171496717,0.0,0.0,0.5215266900357763,0.19092843776166898,0.5314605317507435,0.08508335428869379,0.4867582440333913,0.024834604287417923,0.013808039983804364,0.004966920857483585
0.6722715695734979,0.0,0.0,0.0,0.47293523208368166,0.14086434515947013,0.4494838982613504,0.010357672438196333,0.3048673396903072,0.03908555637055221,0.01328908916598775,0.011725666911165661
0.06093836636011403,0.0,0.0,0.0,0.599227269207788,0.21546790705496985,0.6043054664044641,0.10892732986870383,0.45703774770085526,0.015234591590028507,0.01619944905739698,0.00507819719667617
0.3074178342822849,0.0,0.0,0.13483238345714252,0.5069697617988559,0.16212245786886814,0.4044971503714275,0.0894208367087769,0.6256222592411412,0.021573181353142803,0.012080981557759971,0.0
0.41330878961330436,0.005740399855740338,0.0,0.21239479466239253,0.4592319884592271,0.21469095460468865,0.5855207852855145,0.10602518533552405,0.40756838975756404,0.03444239913444203,0.022789387427289146,0.017221199567221016
0.18527317752216219,0.0,0.0,0.15439431460180184,0.6587490756343545,0.12799288680489374,0.41171817227147156,0.07107284948836277,0.56096600971988,0.030878862920360368,0.020174190441302104,0.0
0.40739903149362494,0.0052230645063285255,0.0,0.0,0.33427612840502563,0.1161609546207464,0.605875482734109,0.09929045626530528,0.5640909666834807,0.026115322531642626,0.01410227416708702,0.0052230645063285255
0.5874154052872244,0.004319230921229591,0.004319230921229591,0.1425346204005765,0.45783847765033664,0.14970454372981762,0.4276038612017295,0.06889173319361197,0.46215770857156624,0.025915385527377547,0.012266615816292037,0.012957692763688773
0.6448335926547112,0.0,0.0,0.0,0.4068077698627037,0.10330320709173126,0.39815228539753983,0.09997084557264316,0.4673961611188511,0.03894968009323759,0.012983226697745863,0.0043277422325819544
0.45539108485511015,0.0,0.0,0.0,0.4739784760736861,0.09976782236570628,0.3949820633947384,0.06589230186985165,0.6273244536269375,0.009293695609287963,0.011802993423795713,0.013940543413931944
0.6260325156404517,0.0,0.004637277893632975,0.19012839363895198,0.3941686209588029,0.13647508840961847,0.49618873461872837,0.08036402589665946,0.3617076757033721,0.06955916840449464,0.018270874900913923,0.0
0.2157886137423198,0.012693447867195283,0.0,0.0,0.5204313625550067,0.13467748187094195,0.6219789454925689,0.1522579071670074,0.49504446682061604,0.025386895734390565,0.017136154620713634,0.012693447867195283
0.6965157706731363,0.004353223566707102,0.0,0.0,0.33519821463644683,0.06351353183825661,0.4788545923377812,0.061162791112234785,0.40049656813705337,0.01741289426682841,0.010795994445433613,0.013059670700121305
0.35008701810110676,0.010940219315659586,0.0,0.0,0.36649734707459614,0.14320747084198399,0.6454729396239156,0.10497140433375374,0.4704294305733622,0.016410328973489378,0.005196604174938303,0.005470109657829793
0.3034574740353505,0.0,0.0,0.14401371649135278,0.4989046607021865,0.10569578121061786,0.4731879256144449,0.09314601448779997,0.5966282540356044,0.02571673508774157,0.011829698140361122,0.010286694035096628
0.2922045291328823,0.004495454294352036,0.0,0.0,0.5394545153222443,0.16147671825312515,0.5484454239109484,0.062127178347945136,0.5304636067335402,0.02247727147176018,0.016003817287893247,0.013486362883056107
0.5758136575703843,0.0,0.0,0.0,0.539318425752543,0.12890926883213039,0.30007190605780587,0.046389494666233766,0.5149882712073155,0.020275128787689584,0.008110051515075834,0.008110051515075834
0.5295621557965504,0.004450102149550844,0.0,0.0,0.5073116450487962,0.12037526314535033,0.5206619514974488,0.08748900826016959,0.4049592956091268,0.013350306448652531,0.010591243115931008,0.02225051074775422
0.4778947073848233,0.004926749560668282,0.0,0.11824198945603875,0.6651111906902181,0.1115416100535299,0.2857514745187603,0.09094779688993648,0.38921321529279423,0.014780248682004844,0.014632446195184797,0.004926749560668282
0.28608185339859465,0.0,0.0,0.0,0.5941700032124658,0.17946134726657995,0.5281511139666363,0.1261510942005726,0.47863694703226417,0.02750787051909564,0.01160832135905836,0.016504722311457384
0.30457581376326764,0.0,0.0,0.0,0.2893470230751043,0.19035988360204228,0.5837703097129296,0.09106816831521704,0.6548379995910254,0.015228790688163383,0.009340324955406876,0.005076263562721128
0.06489116715651222,0.0,0.0,0.0,0.7267810721529369,0.20531565288320466,0.4282817032329806,0.10492901729208026,0.36987965279211965,0.03893470029390733,0.019986479484205764,0.012978233431302442
