state,area_code,international_plan,number_vmail_messages,total_day_charge,total_eve_charge,total_night_charge,total_intl_calls,total_intl_charge,number_customer_service_calls
-0.6786492968645547,-0.0008457003608373745,-0.3275804788134784,1.23488273525042,1.567036253258606,-0.07042665429713242,0.8660285110202662,-0.6011950896927287,-0.08569049528844314,-0.4279320210630441
0.6031696014455641,-0.0008457003608373745,-0.3275804788134784,1.307948438976426,-0.3340129691068927,-0.10754944386278925,1.059389938853732,-0.6011950896927287,1.2411686024880157,-0.4279320210630441
0.3333129912750128,-0.0008457003608373745,-0.3275804788134784,-0.5917598578997325,1.1684640015240215,-1.573899631706233,-0.7555707360376639,0.21153386343883274,0.6971563723996674,-1.1882184955849664
0.6031696014455641,-1.4102053516964472,3.0526849573639936,-0.5917598578997325,2.196758808167177,-2.7432675030244225,-0.07880573862053343,1.0242628165703942,-1.3064008652427854,0.3323544534588781
0.6706337539882019,-0.0008457003608373745,3.0526849573639936,-0.5917598578997325,-0.24004064959223445,-1.0379393573520632,-0.27656174435930514,-0.6011950896927287,-0.04588472235514963,1.0926409279808003
-1.6906115850041221,1.4085139509747726,3.0526849573639936,-0.5917598578997325,0.8012158562943223,0.3866476922300167,0.06182075434926011,0.6178983400046135,-1.4125495930649024,-1.1882184955849664
-0.4762568392366412,1.4085139509747726,-0.3275804788134784,1.1618170315244136,0.7050832535724314,2.908677208346826,0.23320929265619608,1.0242628165703942,-0.9746860907986711,1.0926409279808003
-0.13893607652345205,-0.0008457003608373745,3.0526849573639936,-0.5917598578997325,-0.4182640141889998,-1.93120648127568,0.2156309810349715,0.6178983400046135,-1.1206405915540814,-1.1882184955849664
-0.543720991779279,-1.4102053516964472,-0.3275804788134784,-0.5917598578997325,0.0872422563036441,2.971321915738872,0.29473338333048094,-0.194830613126948,-0.5500911795102038,-0.4279320210630441
1.5476677370424938,-0.0008457003608373745,3.0526849573639936,2.111671179962493,1.4471405352571456,0.41448978440425954,2.4832331801728906,0.21153386343883274,0.33890441600002347,-1.1882184955849664
-0.7461134494071926,-0.0008457003608373745,-0.3275804788134784,-0.5917598578997325,-0.9302511343033445,0.542099373536205,0.15850146826599337,0.6178983400046135,0.8829166460883718,1.8529274025027227
0.8730262116161154,-0.0008457003608373745,-0.3275804788134784,-0.5917598578997325,0.14556990289894908,-0.7409570408268086,-0.09638405024175724,0.21153386343883274,-0.40413667875479353,-1.1882184955849664
-0.9485059070351061,-1.4102053516964472,-0.3275804788134784,-0.5917598578997325,-0.9356518423214284,-1.8940836917100232,-1.1818447928523506,-1.0075595662585095,0.33890441600002347,-0.4279320210630441
-0.004007771438176389,1.4085139509747726,-0.3275804788134784,-0.5917598578997325,-0.42582500541431717,0.9202877922363335,-0.17109187463195996,0.21153386343883274,0.7369621453329609,1.0926409279808003
-0.9485059070351061,-0.0008457003608373745,-0.3275804788134784,-0.5917598578997325,-1.0847113836205413,2.0942960122502297,0.044242442728036305,0.6178983400046135,1.0288711468437821,1.8529274025027227
0.5357054489029263,-0.0008457003608373745,-0.3275804788134784,-0.5917598578997325,2.8113593806251145,2.3031117035570494,-0.7951219371854182,1.8369917697019558,-1.7309957765312523,1.8529274025027227
-0.8810417544924682,-1.4102053516964472,-0.3275804788134784,1.381014142702432,0.30543086023422966,1.5768971326788879,-2.205781444788659,-0.194830613126948,1.2809743754213092,-0.4279320210630441
1.3452752794145804,1.4085139509747726,-0.3275804788134784,-0.5917598578997325,0.20065712468340405,0.3402442052729459,-1.4103628439282645,-0.6011950896927287,-0.7623886351544374,1.0926409279808003
1.2778111268719423,1.4085139509747726,-0.3275804788134784,1.8194083650584687,0.1822947174219189,0.23351618527168239,-0.6940466453633795,0.21153386343883274,-0.08569049528844314,-0.4279320210630441
1.1428828217866667,-0.0008457003608373745,-0.3275804788134784,-0.5917598578997325,0.8195782635558075,-0.8175227943059757,-0.1579081409160421,-1.0075595662585095,0.989065373910488,-0.4279320210630441
-1.1508983646630195,-0.0008457003608373745,-0.3275804788134784,-0.5917598578997325,-0.45282854550473617,0.7625159365822921,0.15850146826599337,-0.194830613126948,0.1266069603557899,-1.1882184955849664
-1.4207549748335708,-1.4102053516964472,-0.3275804788134784,-0.5917598578997325,-2.155131712804751,-0.6133474516948636,0.17168520198191123,0.6178983400046135,-1.6248470487091355,2.613213877024645
-1.5556832799188465,-0.0008457003608373745,-0.3275804788134784,-0.5917598578997325,0.05915857460960816,-2.5251711143261892,-0.3776370361813443,5.900636535359763,-0.25818217799938326,-1.1882184955849664
0.9404903641587533,-0.0008457003608373745,-0.3275804788134784,-0.5917598578997325,-1.2737361642534744,-1.2560357460502969,-0.22382680949563294,0.6178983400046135,-0.9083431359098477,0.3323544534588781
1.2778111268719423,1.4085139509747726,-0.3275804788134784,-0.5917598578997325,-1.8116466828546212,0.8715641309314087,0.7166128622398608,-1.0075595662585095,0.020458232533673078,-1.1882184955849664
