0,1,2,3
0.7957953120802822,-0.026313877481800023,0.09166855023964231,-0.17116680379867713
0.7960208852654094,-0.014102443674601723,-0.22062266632930322,0.05014872594878207
-0.32451261893524547,-0.0035578113401861476,-0.10142213146706401,0.0022383641673548566
-0.32896267193169115,-0.3732503966206845,0.4612025824477076,0.8616675590254288
-0.32120132349085273,0.12133752108198798,0.4082870940816568,0.8004462255201344
-0.29159170210244884,0.5855050393745184,0.9338809980732397,0.33123680994920957
0.7960460318272158,0.4745313563293404,0.012343367112459059,-0.19476454279801514
-0.31408475720413404,0.10165772106257186,0.581661232176516,0.6509163557445031
-0.3156961374559182,-0.511330145739353,0.0885927550074379,-0.10386791191881005
0.9068538491613233,0.11770059131667703,0.1793316132396478,1.0180676127799304
-0.3138601691801691,-0.014344804535074793,0.11358986050513964,-0.22589433385425806
-0.32767490714301123,0.00010720769403395579,-0.25417182750224276,0.07905091926783435
-0.3210543335453802,-0.5193571404415747,0.19011449968140404,-0.20452027099994205
-0.3114212015906851,0.49117860241437955,-0.07123107536461913,-0.1361383769554795
-0.30871318775912354,-0.016717823982264783,0.15948437901253526,-0.2564340863839114
-0.319401615715689,0.010963186485668722,-0.14559797170529304,0.0571186734857976
0.8117080528144837,-0.5303494829700156,0.17719930223706387,-0.14248361361534967
-0.32439371693496627,0.5077879081299914,-0.3761515324953234,0.10651037954168592
0.8678056929396384,0.49083643089952794,-0.3932951759057064,0.1171139755835953
-0.33031234117290637,0.007419797096099944,-0.29988496428182476,0.14089953072574882
-0.30742562764248244,-0.02355214750217444,0.21008313361240827,-0.28100824595340634
-0.3182687036881779,-0.5279343881172677,0.2571060646296871,-0.3357089239600401
-0.31032563925275936,-0.035189897968773566,0.31108881674731903,-0.3645102763208277
-0.32895361957213115,-0.0013042129653872878,-0.29078866998527275,0.06659047574580422
-0.31946918503179544,0.4976880978403926,-0.39773779897080525,0.08607715311038604
-0.317588425245186,-0.004382709975393423,-0.09946862359745813,-0.0317261397610107
0.9109026602701608,-0.49702348633569593,-0.4284567274148377,0.29960704682128897
-0.3295049580767778,-0.5061584232309757,-0.014420806148570678,-0.03061412941118864
-0.31549086628960527,-0.009868713921637955,-0.030613442409882913,-0.1055389719563956
-0.3056949558456822,0.47180946470548374,0.15256331945903948,-0.33837883933919316
-0.3130530960565419,-0.018172470484401914,0.11803021727779346,-0.24241881749642324
-0.31464356605210925,0.49439370942728483,-0.13205672747613675,-0.08013176616461494
-0.32775741837437267,-0.5109016206766596,0.09831792122051648,-0.12493877682194504
-0.31175313136666877,-0.5160370365087104,0.3336135472721098,-0.2905111817763022
0.7805594556611777,-0.5085864703862714,-0.22500603704656713,0.11232626815381722
0.9169706604591255,-0.0326725558642398,0.198396787810856,-0.24555491361975224
0.8464518810071991,-0.5413506148994447,0.36050631923337806,-0.32539981991075595
-0.31354420578945164,-0.015113600988795871,0.041094204832816256,-0.17619290008611224
0.8878161998001529,0.07523118303749968,0.9678491071088052,0.39157318367125427
-0.32449339842353686,-0.503233847760848,-0.11124230464115177,0.052480660728809095
-0.31855334907103794,-0.5153415295759428,0.20638724453341603,-0.24056109091198996
0.95352349167978,-0.41275522701767575,0.6752501999439491,0.7180568612538356
-0.29717339505852525,0.4676066747196293,0.2688395248598476,-0.45209700340738485
-0.3146579213752675,-0.025418838768811465,0.13416980350140414,-0.26796638160244607
-0.32295306458523393,0.5033631833480937,-0.45289347055753165,0.10866166751272466
0.8088355776445478,-0.5095931929711284,-0.2438525296541267,0.11207331931419716
-0.32013631685145433,-0.005428316113028697,0.037529389126229565,-0.12241104217215872
-0.3178744724881441,-0.5175872333389423,0.2386433466415145,-0.2542408750793025
-0.3147193152331615,-0.017827053980921097,0.1550189620992661,-0.25369479576974385
0.7668207309698212,-0.00839401276650323,-0.4418334154992332,0.23054826361302752
-0.3167515819450339,-0.5124625073960858,0.17645516125958519,-0.19972259795423689
-0.31760687605947274,-0.506813070743665,0.13123090538404397,-0.15935750917942385
-0.336374360773015,-0.48723176045054845,-0.34132908720801963,0.2066447712083423
-0.32715872974410126,0.003973550817118774,-0.3455934701414195,0.14158006219636424
-0.3323733214127694,0.018320964324791394,-0.4341211780855741,0.20148905430884098
-0.3167093865623198,-0.5114991098865359,0.12697749963791444,-0.15627266634375633
-0.30846171885373175,-0.02905696302571861,0.26761748446687206,-0.35268024075204707
0.8383879477585646,-0.5376444520975721,0.2651605411541639,-0.2914507686446112
-0.3308835006918778,0.011963116696272733,-0.3837241464022443,0.1905949130366928
